Country;Year;fertility;life;population;child_mortality;gdp;region
Cote d'Ivoire;1987;6.752;52.781;11294791;151;3203;Sub-Saharan Africa
Cote d'Ivoire;1988;6.619;52.793;11694318;150.5;3129;Sub-Saharan Africa
Cote d'Ivoire;1989;6.486;52.701;12100741;150.2;3385;Sub-Saharan Africa
Cote d'Ivoire;1990;6.356;52.483;12517730;150;3234;Sub-Saharan Africa
Cote d'Ivoire;1991;6.232;52.12;12945880;150;3128;Sub-Saharan Africa
Cote d'Ivoire;1992;6.114;51.617;13381799;149.8;3019;Sub-Saharan Africa
Cote d'Ivoire;1993;6.005;50.997;13820229;149.6;2918;Sub-Saharan Africa
Cote d'Ivoire;1994;5.904;50.291;14253952;149.3;2851;Sub-Saharan Africa
Cote d'Ivoire;1995;5.81;49.534;14677200;148.9;2964;Sub-Saharan Africa
Cote d'Ivoire;1996;5.72;48.763;15089912;148.3;3103;Sub-Saharan Africa
Cote d'Ivoire;1997;5.633;48.023;15492127;147.3;3131;Sub-Saharan Africa
Cote d'Ivoire;1998;5.547;47.359;15878555;146;3202;Sub-Saharan Africa
Cote d'Ivoire;1999;5.46;46.812;16242889;144.3;3178;Sub-Saharan Africa
Cote d'Ivoire;2000;5.375;46.429;16581653;142.3;3049;Sub-Saharan Africa
Cote d'Ivoire;2001;5.289;46.244;16892864;139.8;2999;Sub-Saharan Africa
Cote d'Ivoire;2002;5.207;46.249;17180649;137.2;2904;Sub-Saharan Africa
Cote d'Ivoire;2003;5.13;46.425;17455501;134.4;2825;Sub-Saharan Africa
Cote d'Ivoire;2004;5.06;46.752;17731840;131.3;2820;Sub-Saharan Africa
Cote d'Ivoire;2005;5;47.193;18020946;128;2828;Sub-Saharan Africa
Cote d'Ivoire;2006;4.956;47.705;18325979;124.7;2827;Sub-Saharan Africa
Cote d'Ivoire;2007;4.928;48.239;18646754;121.3;2831;Sub-Saharan Africa
Cote d'Ivoire;2008;4.913;48.753;18987007;116.9;2854;Sub-Saharan Africa
Cote d'Ivoire;2009;4.909;49.224;19350026;113.5;2892;Sub-Saharan Africa
Cote d'Ivoire;2010;4.91;49.642;19737800;110.1;2892;Sub-Saharan Africa
Cote d'Ivoire;2011;4.907;50.014;20152894;107.2;2706;Sub-Saharan Africa
Cote d'Ivoire;2012;4.894;50.367;20594615;104.2;2928;Sub-Saharan Africa
Cote d'Ivoire;2013;4.866;50.722;21057316;100.7;3123;Sub-Saharan Africa
Croatia;1964;2.211;66.3;4108808;65.67;9476;Europe & Central Asia
Croatia;1965;2.177;66.662;4121599;60.35;9636;Europe & Central Asia
Croatia;1966;2.141;67.018;4131926;55.46;10057;Europe & Central Asia
Croatia;1967;2.104;67.37;4140383;50.97;10141;Europe & Central Asia
Croatia;1968;2.068;67.716;4148285;46.84;10267;Europe & Central Asia
Croatia;1969;2.035;68.055;4157459;43.04;11324;Europe & Central Asia
Croatia;1970;2.007;68.381;4169217;39.55;11777;Europe & Central Asia
Croatia;1971;1.987;68.687;4183960;37.43;13019;Europe & Central Asia
Croatia;1972;1.975;68.969;4201302;35.42;13345;Europe & Central Asia
Croatia;1973;1.972;69.222;4220795;33.52;13674;Europe & Central Asia
Croatia;1974;1.976;69.447;4241669;31.73;15299;Europe & Central Asia
Croatia;1975;1.985;69.643;4263294;30.02;15162;Europe & Central Asia
Croatia;1976;1.996;69.81;4285523;28.41;15482;Europe & Central Asia
Croatia;1977;2.005;69.955;4308344;26.89;16453;Europe & Central Asia
Croatia;1978;2.01;70.086;4331398;25.44;17208;Europe & Central Asia
Croatia;1979;2.01;70.211;4354275;24.08;18232;Europe & Central Asia
Croatia;1980;2.004;70.342;4376608;22.78;18996;Europe & Central Asia
Croatia;1981;1.993;70.49;4398610;21.9;19215;Europe & Central Asia
Croatia;1982;1.978;70.66;4420169;21;19228;Europe & Central Asia
Croatia;1983;1.962;70.854;4440263;20;19282;Europe & Central Asia
Croatia;1984;1.943;71.07;4457579;19.1;19659;Europe & Central Asia
Croatia;1985;1.919;71.301;4471404;18;19711;Europe & Central Asia
Croatia;1986;1.886;71.532;4480137;17;20412;Europe & Central Asia
Croatia;1987;1.843;71.752;4484450;15.8;20085;Europe & Central Asia
Croatia;1988;1.791;71.955;4488560;14.8;19712;Europe & Central Asia
Croatia;1989;1.731;72.143;4498278;13.7;19374;Europe & Central Asia
Croatia;1990;1.67;72.331;4517200;12.9;17890;Europe & Central Asia
Croatia;1991;1.615;72.54;4548076;12.1;14020;Europe & Central Asia
Croatia;1992;1.571;72.785;4588173;11.4;12269;Europe & Central Asia
Croatia;1993;1.54;73.071;4628968;10.9;11182;Europe & Central Asia
Croatia;1994;1.524;73.391;4658613;10.4;11764;Europe & Central Asia
Croatia;1995;1.517;73.724;4669001;10;12543;Europe & Central Asia
Croatia;1996;1.514;74.041;4656706;9.6;13797;Europe & Central Asia
Croatia;1997;1.508;74.314;4625390;9.3;14463;Europe & Central Asia
Croatia;1998;1.494;74.529;4582742;8.9;14965;Europe & Central Asia
Croatia;1999;1.472;74.687;4540042;8.6;14652;Europe & Central Asia
Croatia;2000;1.444;74.798;4505533;8.3;15644;Europe & Central Asia
Croatia;2001;1.415;74.888;4481620;8;16130;Europe & Central Asia
Croatia;2002;1.391;74.986;4466013;7.7;16977;Europe & Central Asia
Croatia;2003;1.377;75.114;4456587;7.4;17920;Europe & Central Asia
Croatia;2004;1.373;75.279;4449522;7.1;18656;Europe & Central Asia
Croatia;2005;1.38;75.478;4441986;6.8;19420;Europe & Central Asia
Croatia;2006;1.395;75.702;4433791;6.5;20358;Europe & Central Asia
Croatia;2007;1.413;75.93;4425995;6.2;21426;Europe & Central Asia
Croatia;2008;1.432;76.149;4418387;5.9;21873;Europe & Central Asia
Croatia;2009;1.449;76.353;4410864;5.6;20283;Europe & Central Asia
Croatia;2010;1.465;76.54;4403330;5.4;19989;Europe & Central Asia
Croatia;2011;1.478;76.714;4395560;5.1;20571;Europe & Central Asia
Croatia;2012;1.489;76.881;4387376;4.9;20183;Europe & Central Asia
Croatia;2013;1.501;77.048;4378806;4.7;20049;Europe & Central Asia
Cuba;1964;4.643;66.327;7777606;45.9;9179;America
Cuba;1965;4.617;66.956;7941840;45;9116;America
Cuba;1966;4.54;67.573;8099779;44.7;9436;America
Cuba;1967;4.433;68.171;8252314;45;10372;America
Cuba;1968;4.312;68.745;8401476;45.3;9626;America
Cuba;1969;4.18;69.291;8550671;44.8;9377;America
Cuba;1970;4.033;69.811;8701886;43.1;8918;America
Cuba;1971;3.857;70.309;8855989;39.9;9471;America
Cuba;1972;3.646;70.79;9010586;35.9;9745;America
Cuba;1973;3.4;71.259;9160532;32.4;10439;America
Cuba;1974;3.127;71.711;9298895;30.4;10805;America
Cuba;1975;2.844;72.144;9420828;29.1;11176;America
Cuba;1976;2.573;72.55;9525242;27.3;11334;America
Cuba;1977;2.332;72.922;9614061;24.7;11712;America
Cuba;1978;2.134;73.257;9689324;22.3;12312;America
Cuba;1979;1.987;73.551;9754343;20.8;12519;America
Cuba;1980;1.892;73.803;9812223;20.1;12284;America
Cuba;1981;1.843;74.012;9862283;19.9;13224;America
Cuba;1982;1.826;74.184;9905577;19.7;13421;America
Cuba;1983;1.825;74.323;9949046;19.6;13669;America
Cuba;1984;1.832;74.435;10001593;19.1;14019;America
Cuba;1985;1.837;74.519;10069187;18.4;14135;America
Cuba;1986;1.836;74.574;10155111;17.4;14025;America
Cuba;1987;1.827;74.603;10256694;16.4;13805;America
Cuba;1988;1.81;74.616;10366500;15.2;13925;America
Cuba;1989;1.785;74.623;10473701;14.2;13829;America
Cuba;1990;1.752;74.646;10570328;13.3;13670;America
Cuba;1991;1.715;74.704;10654121;12.4;12113;America
Cuba;1992;1.68;74.809;10727088;11.7;10637;America
Cuba;1993;1.65;74.965;10790686;11.2;9001;America
Cuba;1994;1.628;75.171;10847842;10.9;9018;America
Cuba;1995;1.614;75.419;10900795;10.8;9195;America
Cuba;1996;1.609;75.69;10949206;10.5;9871;America
Cuba;1997;1.61;75.964;10992290;10;10106;America
Cuba;1998;1.615;76.225;11031429;9.4;10086;America
Cuba;1999;1.621;76.465;11068382;8.9;10674;America
Cuba;2000;1.626;76.684;11104313;8.4;11268;America
Cuba;2001;1.626;76.889;11140168;8;11588;America
Cuba;2002;1.621;77.09;11175434;7.7;11715;America
Cuba;2003;1.61;77.296;11208029;7.4;12123;America
Cuba;2004;1.592;77.508;11234970;7.1;12791;America
Cuba;2005;1.57;77.725;11254242;6.8;14200;America
Cuba;2006;1.545;77.942;11265124;6.5;15901;America
Cuba;2007;1.52;78.154;11268687;6.4;17055;America
Cuba;2008;1.498;78.358;11266905;6.3;17765;America
Cuba;2009;1.48;78.552;11262628;6.4;18035;America
Cuba;2010;1.467;78.736;11257979;6.6;18477;America
Cuba;2011;1.459;78.914;11253665;6.6;19005;America
Cuba;2012;1.453;79.088;11249266;6.4;19586;America
Cuba;2013;1.449;79.262;11244424;6.1;20122;America
Cyprus;1964;3.249;70.895;578710;36.77;6563;Europe & Central Asia
Cyprus;1965;3.133;71.197;581056;36.64;6831;Europe & Central Asia
Cyprus;1966;3.01;71.491;585400;36.5;7110;Europe & Central Asia
Cyprus;1967;2.889;71.776;591398;36.37;7400;Europe & Central Asia
Cyprus;1968;2.779;72.052;598592;36.24;7702;Europe & Central Asia
Cyprus;1969;2.686;72.318;606224;36.1;8017;Europe & Central Asia
Cyprus;1970;2.61;72.576;613735;35.97;8344;Europe & Central Asia
Cyprus;1971;2.547;72.825;620987;34.47;9415;Europe & Central Asia
Cyprus;1972;2.491;73.067;628140;33.04;10088;Europe & Central Asia
Cyprus;1973;2.44;73.301;635261;31.66;10394;Europe & Central Asia
Cyprus;1974;2.393;73.53;642496;30.35;10200;Europe & Central Asia
Cyprus;1975;2.352;73.753;649918;29.08;8574;Europe & Central Asia
Cyprus;1976;2.323;73.971;657685;27.87;10217;Europe & Central Asia
Cyprus;1977;2.31;74.183;665676;26.71;11852;Europe & Central Asia
Cyprus;1978;2.312;74.39;673386;25.6;12722;Europe & Central Asia
Cyprus;1979;2.328;74.592;680130;22.5;13897;Europe & Central Asia
Cyprus;1980;2.354;74.79;685510;20.8;14582;Europe & Central Asia
Cyprus;1981;2.385;74.984;689265;19.2;14858;Europe & Central Asia
Cyprus;1982;2.415;75.174;691792;17.7;15638;Europe & Central Asia
Cyprus;1983;2.438;75.359;694146;16.1;16279;Europe & Central Asia
Cyprus;1984;2.453;75.541;697782;14.7;17500;Europe & Central Asia
Cyprus;1985;2.458;75.718;703752;13.4;18130;Europe & Central Asia
Cyprus;1986;2.456;75.892;712396;12.4;18626;Europe & Central Asia
Cyprus;1987;2.45;76.063;723434;11.8;19748;Europe & Central Asia
Cyprus;1988;2.442;76.23;736531;11.4;21185;Europe & Central Asia
Cyprus;1989;2.43;76.393;751100;11.2;22598;Europe & Central Asia
Cyprus;1990;2.411;76.554;766663;11.1;23802;Europe & Central Asia
Cyprus;1991;2.381;76.711;783189;10.9;23366;Europe & Central Asia
Cyprus;1992;2.337;76.865;800707;10.5;24891;Europe & Central Asia
Cyprus;1993;2.278;77.017;818858;10.1;24467;Europe & Central Asia
Cyprus;1994;2.206;77.166;837205;9.6;25380;Europe & Central Asia
Cyprus;1995;2.124;77.312;855424;9;26445;Europe & Central Asia
Cyprus;1996;2.035;77.456;873277;8.5;26450;Europe & Central Asia
Cyprus;1997;1.945;77.598;890758;8;26704;Europe & Central Asia
Cyprus;1998;1.86;77.738;908059;7.5;27721;Europe & Central Asia
Cyprus;1999;1.781;77.876;925504;7;28698;Europe & Central Asia
Cyprus;2000;1.714;78.011;943294;6.5;30005;Europe & Central Asia
Cyprus;2001;1.658;78.142;961482;6.1;30745;Europe & Central Asia
Cyprus;2002;1.613;78.27;979874;5.7;31373;Europe & Central Asia
Cyprus;2003;1.577;78.395;998134;5.4;31858;Europe & Central Asia
Cyprus;2004;1.549;78.518;1015806;5.1;32812;Europe & Central Asia
Cyprus;2005;1.529;78.643;1032562;4.8;33592;Europe & Central Asia
Cyprus;2006;1.514;78.771;1048272;4.6;34528;Europe & Central Asia
Cyprus;2007;1.503;78.904;1063027;4.4;35455;Europe & Central Asia
Cyprus;2008;1.493;79.045;1077001;4.2;35828;Europe & Central Asia
Cyprus;2009;1.485;79.193;1090473;4;34166;Europe & Central Asia
Cyprus;2010;1.478;79.348;1103647;3.9;33747;Europe & Central Asia
Cyprus;2011;1.47;79.509;1116564;3.8;32983;Europe & Central Asia
Cyprus;2012;1.465;79.674;1129166;3.7;31710;Europe & Central Asia
Cyprus;2013;1.461;79.841;1141453;3.6;30081;Europe & Central Asia
Czech Rep.;1964;2.123;70.58;9661235;;;Europe & Central Asia
Czech Rep.;1965;2.069;70.27;9686318;;;Europe & Central Asia
Czech Rep.;1966;2.026;70.49;9707426;;;Europe & Central Asia
Czech Rep.;1967;1.999;70.38;9725518;;;Europe & Central Asia
Czech Rep.;1968;1.994;69.94;9743100;;;Europe & Central Asia
Czech Rep.;1969;2.009;69.44;9763422;;;Europe & Central Asia
Czech Rep.;1970;2.045;69.53;9788863;;;Europe & Central Asia
Czech Rep.;1971;2.095;69.77;9819749;;;Europe & Central Asia
Czech Rep.;1972;2.153;70.29;9855516;;;Europe & Central Asia
Czech Rep.;1973;2.21;70.13;9896416;;;Europe & Central Asia
Czech Rep.;1974;2.26;70.21;9942472;;;Europe & Central Asia
Czech Rep.;1975;2.294;70.55;9993206;;;Europe & Central Asia
Czech Rep.;1976;2.308;70.66;10049465;;;Europe & Central Asia
Czech Rep.;1977;2.302;70.71;10110020;;;Europe & Central Asia
Czech Rep.;1978;2.275;70.78;10169747;;;Europe & Central Asia
Czech Rep.;1979;2.232;70.89;10221861;;;Europe & Central Asia
Czech Rep.;1980;2.178;70.42;10261606;;;Europe & Central Asia
Czech Rep.;1981;2.121;70.86;10286947;;;Europe & Central Asia
Czech Rep.;1982;2.067;70.96;10299490;;;Europe & Central Asia
Czech Rep.;1983;2.023;70.73;10302679;;;Europe & Central Asia
Czech Rep.;1984;1.99;70.99;10301798;;;Europe & Central Asia
Czech Rep.;1985;1.967;71.2;10300844;;;Europe & Central Asia
Czech Rep.;1986;1.949;71.13;10300475;;;Europe & Central Asia
Czech Rep.;1987;1.931;71.58;10299854;;;Europe & Central Asia
Czech Rep.;1988;1.905;71.78;10299711;;;Europe & Central Asia
Czech Rep.;1989;1.87;71.83;10300582;;;Europe & Central Asia
Czech Rep.;1990;1.822;71.49;10302718;;;Europe & Central Asia
Czech Rep.;1991;1.757;72.03;10307130;;;Europe & Central Asia
Czech Rep.;1992;1.677;72.4;10313662;;;Europe & Central Asia
Czech Rep.;1993;1.587;72.92;10319923;;;Europe & Central Asia
Czech Rep.;1994;1.49;73.13;10322561;;;Europe & Central Asia
Czech Rep.;1995;1.394;73.26;10319337;;;Europe & Central Asia
Czech Rep.;1996;1.306;73.9;10310016;;;Europe & Central Asia
Czech Rep.;1997;1.231;74.01;10295984;;;Europe & Central Asia
Czech Rep.;1998;1.175;74.62;10278707;;;Europe & Central Asia
Czech Rep.;1999;1.14;74.81;10260335;;;Europe & Central Asia
Czech Rep.;2000;1.128;75.05;10242890;;;Europe & Central Asia
Czech Rep.;2001;1.138;75.38;10225701;;;Europe & Central Asia
Czech Rep.;2002;1.165;75.51;10209500;;;Europe & Central Asia
Czech Rep.;2003;1.203;75.46;10199327;;;Europe & Central Asia
Czech Rep.;2004;1.249;76.01;10201665;;;Europe & Central Asia
Czech Rep.;2005;1.298;76.22;10220638;;;Europe & Central Asia
Czech Rep.;2006;1.346;76.78;10258796;;;Europe & Central Asia
Czech Rep.;2007;1.392;76.99;10313525;;;Europe & Central Asia
Czech Rep.;2008;1.434;77.26;10377359;;;Europe & Central Asia
Czech Rep.;2009;1.471;77.102;10439735;;;Europe & Central Asia
Czech Rep.;2010;1.501;77.267;10492960;;;Europe & Central Asia
Czech Rep.;2011;1.525;77.414;10534293;;;Europe & Central Asia
Czech Rep.;2012;1.546;77.552;10565678;;;Europe & Central Asia
Czech Rep.;2013;1.566;77.69;10589806;;;Europe & Central Asia
Denmark;1964;2.602;72.52;4722383;22.1;18228;Europe & Central Asia
Denmark;1965;2.61;72.4;4759095;21.1;18917;Europe & Central Asia
Denmark;1966;2.615;72.48;4794927;20.1;19284;Europe & Central Asia
Denmark;1967;2.35;72.96;4829945;19.1;19775;Europe & Central Asia
Denmark;1968;2.117;73.17;4863983;18.1;20482;Europe & Central Asia
Denmark;1969;2;73.26;4896948;17.4;21701;Europe & Central Asia
Denmark;1970;1.95;73.38;4928704;16.6;21990;Europe & Central Asia
Denmark;1971;2.043;73.44;4959083;15.8;22464;Europe & Central Asia
Denmark;1972;2.03;73.47;4987806;14.9;23562;Europe & Central Asia
Denmark;1973;1.917;73.71;5014503;13.9;24318;Europe & Central Asia
Denmark;1974;1.896;73.84;5038752;13.1;24027;Europe & Central Asia
Denmark;1975;1.919;74.11;5060227;12.3;23846;Europe & Central Asia
Denmark;1976;1.747;73.78;5079015;11.6;25376;Europe & Central Asia
Denmark;1977;1.66;74.69;5095133;11.1;25758;Europe & Central Asia
Denmark;1978;1.668;74.45;5108145;10.6;26108;Europe & Central Asia
Denmark;1979;1.601;74.27;5117514;10.3;27020;Europe & Central Asia
Denmark;1980;1.546;74.16;5123026;10;26921;Europe & Central Asia
Denmark;1981;1.437;74.29;5124545;9.7;26741;Europe & Central Asia
Denmark;1982;1.427;74.63;5122696;9.6;27622;Europe & Central Asia
Denmark;1983;1.377;74.5;5118998;9.6;28392;Europe & Central Asia
Denmark;1984;1.4;74.65;5115476;9.6;29711;Europe & Central Asia
Denmark;1985;1.447;74.52;5113701;9.7;31032;Europe & Central Asia
Denmark;1986;1.48;74.69;5114172;9.7;32181;Europe & Central Asia
Denmark;1987;1.496;74.8;5116854;9.7;32297;Europe & Central Asia
Denmark;1988;1.559;74.89;5122098;9.6;32720;Europe & Central Asia
Denmark;1989;1.62;74.92;5130127;9.3;32849;Europe & Central Asia
Denmark;1990;1.668;74.92;5141034;8.9;33256;Europe & Central Asia
Denmark;1991;1.683;75.29;5155038;8.4;33601;Europe & Central Asia
Denmark;1992;1.764;75.33;5172040;7.9;34152;Europe & Central Asia
Denmark;1993;1.749;75.25;5191370;7.4;34008;Europe & Central Asia
Denmark;1994;1.806;75.51;5212071;6.9;35766;Europe & Central Asia
Denmark;1995;1.807;75.36;5233364;6.5;36670;Europe & Central Asia
Denmark;1996;1.747;75.74;5255213;6.2;37521;Europe & Central Asia
Denmark;1997;1.752;76.11;5277572;6;38584;Europe & Central Asia
Denmark;1998;1.724;76.51;5299649;5.8;39297;Europe & Central Asia
Denmark;1999;1.735;76.66;5320488;5.7;40321;Europe & Central Asia
Denmark;2000;1.771;76.9;5339501;5.6;41693;Europe & Central Asia
Denmark;2001;1.747;77.06;5356055;5.5;41886;Europe & Central Asia
Denmark;2002;1.723;77.18;5370507;5.4;41947;Europe & Central Asia
Denmark;2003;1.758;77.78;5384487;5.3;41996;Europe & Central Asia
Denmark;2004;1.784;77.58;5400280;5.1;42993;Europe & Central Asia
Denmark;2005;1.802;78.32;5419444;4.9;43919;Europe & Central Asia
Denmark;2006;1.85;78.32;5442644;4.7;45437;Europe & Central Asia
Denmark;2007;1.8464;78.44;5469130;4.5;45609;Europe & Central Asia
Denmark;2008;1.8923;78.408;5497312;4.3;45017;Europe & Central Asia
Denmark;2009;1.842;78.809;5524874;4.2;42498;Europe & Central Asia
Denmark;2010;1.8751;78.969;5550142;4;42997;Europe & Central Asia
Denmark;2011;1.7556;79.114;5572594;3.9;43314;Europe & Central Asia
Denmark;2012;1.7332;79.251;5592738;3.8;42869;Europe & Central Asia
Denmark;2013;1.88;79.388;5611187;3.7;42483;Europe & Central Asia
Djibouti;1964;6.595;45.727;109222;208.78;3700;Middle East & North Africa
Djibouti;1965;6.629;46.166;116706;202.3;3693;Middle East & North Africa
Djibouti;1966;6.665;46.654;124688;195.89;3708;Middle East & North Africa
Djibouti;1967;6.702;47.203;133253;193.62;3701;Middle East & North Africa
Djibouti;1968;6.739;47.814;142320;191.37;3676;Middle East & North Africa
Djibouti;1969;6.774;48.476;151782;189.15;3668;Middle East & North Africa
Djibouti;1970;6.804;49.16;161622;186.95;4357;Middle East & North Africa
Djibouti;1971;6.826;49.827;171519;184.78;4510;Middle East & North Africa
Djibouti;1972;6.836;50.442;181622;182.64;4529;Middle East & North Africa
Djibouti;1973;6.834;50.982;192922;180.51;4602;Middle East & North Africa
Djibouti;1974;6.817;51.442;206763;178.42;4381;Middle East & North Africa
Djibouti;1975;6.784;51.832;223963;176.35;4350;Middle East & North Africa
Djibouti;1976;6.734;52.177;245326;174.3;4538;Middle East & North Africa
Djibouti;1977;6.671;52.513;270222;169.4;3779;Middle East & North Africa
Djibouti;1978;6.598;52.865;296307;164.7;3632;Middle East & North Africa
Djibouti;1979;6.52;53.241;320332;160.1;3555;Middle East & North Africa
Djibouti;1980;6.443;53.639;340133;155.8;3500;Middle East & North Africa
Djibouti;1981;6.373;54.049;354304;151.7;3526;Middle East & North Africa
Djibouti;1982;6.316;54.451;363940;147.4;3531;Middle East & North Africa
Djibouti;1983;6.271;54.828;372386;143.3;3461;Middle East & North Africa
Djibouti;1984;6.239;55.174;384409;139.3;3795;Middle East & North Africa
Djibouti;1985;6.218;55.488;403221;135.3;3704;Middle East & North Africa
Djibouti;1986;6.205;55.772;430367;131.7;3616;Middle East & North Africa
Djibouti;1987;6.193;56.032;464202;128.3;3532;Middle East & North Africa
Djibouti;1988;6.174;56.271;500876;125.1;3364;Middle East & North Africa
Djibouti;1989;6.142;56.488;534862;122;3165;Middle East & North Africa
Djibouti;1990;6.087;56.678;562290;119.4;3050;Middle East & North Africa
Djibouti;1991;6;56.831;581641;117;2811;Middle East & North Africa
Djibouti;1992;5.879;56.943;594437;115;2736;Middle East & North Africa
Djibouti;1993;5.727;57.017;603534;113.2;2505;Middle East & North Africa
Djibouti;1994;5.548;57.056;613219;111.5;2440;Middle East & North Africa
Djibouti;1995;5.352;57.066;626537;110.2;2315;Middle East & North Africa
Djibouti;1996;5.148;57.05;644434;108.5;2181;Middle East & North Africa
Djibouti;1997;4.95;57.023;665755;106.8;2127;Middle East & North Africa
Djibouti;1998;4.768;56.999;688940;104.9;2092;Middle East & North Africa
Djibouti;1999;4.607;56.993;711573;102.9;2103;Middle East & North Africa
Djibouti;2000;4.469;57.023;731930;100.8;2079;Middle East & North Africa
Djibouti;2001;4.353;57.101;749604;98.4;2090;Middle East & North Africa
Djibouti;2002;4.253;57.234;765283;96;2114;Middle East & North Africa
Djibouti;2003;4.16;57.425;779640;93.5;2150;Middle East & North Africa
Djibouti;2004;4.074;57.678;793738;91;2202;Middle East & North Africa
Djibouti;2005;3.991;57.996;808367;88.5;2240;Middle East & North Africa
Djibouti;2006;3.911;58.38;823682;86;2315;Middle East & North Africa
Djibouti;2007;3.832;58.816;839453;83.5;2399;Middle East & North Africa
Djibouti;2008;3.755;59.292;855636;81;2502;Middle East & North Africa
Djibouti;2009;3.679;59.794;872090;78.5;2590;Middle East & North Africa
Djibouti;2010;3.604;60.307;888716;76.1;2665;Middle East & North Africa
Djibouti;2011;3.53;60.819;905564;73.9;2767;Middle East & North Africa
Djibouti;2012;3.457;61.319;922708;71.7;2807;Middle East & North Africa
Djibouti;2013;3.387;61.801;940090;69.5;2903;Middle East & North Africa
Dominican Rep.;1964;7.187;54.633;3772937;;;America
Dominican Rep.;1965;7.054;55.31;3893484;;;America
Dominican Rep.;1966;6.904;55.973;4015213;;;America
Dominican Rep.;1967;6.739;56.623;4137994;;;America
Dominican Rep.;1968;6.562;57.256;4261702;;;America
Dominican Rep.;1969;6.376;57.872;4386255;;;America
Dominican Rep.;1970;6.182;58.465;4511577;;;America
Dominican Rep.;1971;5.983;59.03;4637627;;;America
Dominican Rep.;1972;5.782;59.565;4764319;;;America
Dominican Rep.;1973;5.58;60.069;4891500;;;America
Dominican Rep.;1974;5.383;60.545;5019002;;;America
Dominican Rep.;1975;5.193;60.992;5146742;;;America
Dominican Rep.;1976;5.014;61.412;5274591;;;America
Dominican Rep.;1977;4.848;61.811;5402683;;;America
Dominican Rep.;1978;4.693;62.198;5531528;;;America
Dominican Rep.;1979;4.552;62.581;5661827;;;America
Dominican Rep.;1980;4.422;62.97;5794074;;;America
Dominican Rep.;1981;4.302;63.373;5928429;;;America
Dominican Rep.;1982;4.19;63.795;6064722;;;America
Dominican Rep.;1983;4.082;64.239;6202698;;;America
Dominican Rep.;1984;3.978;64.706;6341950;;;America
Dominican Rep.;1985;3.878;65.199;6482152;;;America
Dominican Rep.;1986;3.783;65.719;6623094;;;America
Dominican Rep.;1987;3.695;66.258;6764750;;;America
Dominican Rep.;1988;3.613;66.803;6907171;;;America
Dominican Rep.;1989;3.537;67.342;7050480;;;America
Dominican Rep.;1990;3.466;67.856;7194666;;;America
Dominican Rep.;1991;3.397;68.325;7339826;;;America
Dominican Rep.;1992;3.33;68.738;7485619;;;America
Dominican Rep.;1993;3.262;69.092;7631076;;;America
Dominican Rep.;1994;3.195;69.385;7774932;;;America
Dominican Rep.;1995;3.13;69.625;7916309;;;America
Dominican Rep.;1996;3.069;69.825;8054768;;;America
Dominican Rep.;1997;3.014;70.004;8190620;;;America
Dominican Rep.;1998;2.966;70.179;8324680;;;America
Dominican Rep.;1999;2.926;70.36;8458164;;;America
Dominican Rep.;2000;2.892;70.553;8591967;;;America
Dominican Rep.;2001;2.863;70.759;8726256;;;America
Dominican Rep.;2002;2.836;70.971;8860760;;;America
Dominican Rep.;2003;2.809;71.185;8995398;;;America
Dominican Rep.;2004;2.781;71.401;9129965;;;America
Dominican Rep.;2005;2.751;71.619;9264267;;;America
Dominican Rep.;2006;2.719;71.84;9398285;;;America
Dominican Rep.;2007;2.686;72.062;9531954;;;America
Dominican Rep.;2008;2.652;72.286;9664948;;;America
Dominican Rep.;2009;2.618;72.51;9796852;;;America
Dominican Rep.;2010;2.584;72.734;9927320;;;America
Dominican Rep.;2011;2.551;72.958;10056181;;;America
Dominican Rep.;2012;2.517;73.181;10183339;;;America
Dominican Rep.;2013;2.484;73.402;10308609;;;America
Ecuador;1964;6.589;55.404;4994917;159.9;4786;America
Ecuador;1965;6.545;55.843;5146294;155.6;5108;America
Ecuador;1966;6.488;56.242;5302370;151.8;5102;America
Ecuador;1967;6.418;56.622;5463176;148.2;5226;America
Ecuador;1968;6.335;57;5628565;144.9;5364;America
Ecuador;1969;6.238;57.387;5798368;141.4;5501;America
Ecuador;1970;6.128;57.791;5972464;138;5723;America
Ecuador;1971;6.005;58.213;6150690;134.3;5866;America
Ecuador;1972;5.874;58.652;6333049;130.3;6035;America
Ecuador;1973;5.736;59.107;6519792;126;6580;America
Ecuador;1974;5.593;59.58;6711284;121.3;6752;America
Ecuador;1975;5.449;60.075;6907740;116.6;6891;America
Ecuador;1976;5.304;60.598;7109119;111.8;7330;America
Ecuador;1977;5.159;61.147;7315156;107.2;7560;America
Ecuador;1978;5.015;61.72;7525548;102.6;7844;America
Ecuador;1979;4.875;62.315;7739894;98.3;8023;America
Ecuador;1980;4.742;62.927;7957811;93.9;8145;America
Ecuador;1981;4.618;63.553;8178948;89.5;8231;America
Ecuador;1982;4.505;64.186;8403034;85;8083;America
Ecuador;1983;4.401;64.82;8629832;80.7;7689;America
Ecuador;1984;4.306;65.448;8859125;76.6;7777;America
Ecuador;1985;4.217;66.063;9090592;72.7;7880;America
Ecuador;1986;4.131;66.659;9323745;69.1;7887;America
Ecuador;1987;4.044;67.235;9557974;65.7;7189;America
Ecuador;1988;3.955;67.791;9792658;62.6;7739;America
Ecuador;1989;3.861;68.325;10027109;59.7;7540;America
Ecuador;1990;3.765;68.839;10260587;56.9;7542;America
